country,country_code,year,co2_emissions_mt,co2_per_kwh
SWZ,SWZ,2021,0.07,146.0
SWZ,SWZ,2022,0.07,137.34
SWZ,SWZ,2023,0.06,124.74
SWZ,SWZ,2024,0.06,116.33
SYC,SYC,2000,0.15,615.72
SYC,SYC,2001,0.16,613.63
SYC,SYC,2002,0.17,611.61
SYC,SYC,2003,0.16,600.18
SYC,SYC,2004,0.17,593.42
SYC,SYC,2005,0.17,585.41
SYC,SYC,2006,0.17,578.63
SYC,SYC,2007,0.18,574.06
SYC,SYC,2008,0.18,564.75
SYC,SYC,2009,0.18,556.28
SYC,SYC,2010,0.19,546.39
SYC,SYC,2011,0.18,540.9
SYC,SYC,2012,0.19,536.23
SYC,SYC,2013,0.19,525.09
SYC,SYC,2014,0.2,518.96
SYC,SYC,2015,0.2,514.29
SYC,SYC,2016,0.2,507.01
SYC,SYC,2017,0.2,498.19
SYC,SYC,2018,0.21,489.43
SYC,SYC,2019,0.21,483.84
SYC,SYC,2020,0.21,478.82
SYC,SYC,2021,0.21,467.36
SYC,SYC,2022,0.22,462.6
SYC,SYC,2023,0.22,451.66
SYC,SYC,2024,0.22,441.86
SYR,SYR,2000,4.28,447.47
SYR,SYR,2001,4.38,447.44
SYR,SYR,2002,4.48,443.17
SYR,SYR,2003,4.62,441.77
SYR,SYR,2004,4.74,435.71
SYR,SYR,2005,4.88,434.89
SYR,SYR,2006,5.06,437.06
SYR,SYR,2007,5.07,429.28
SYR,SYR,2008,5.24,430.92
SYR,SYR,2009,5.34,423.53
SYR,SYR,2010,5.49,420.09
SYR,SYR,2011,5.66,423.24
SYR,SYR,2012,5.76,415.33
SYR,SYR,2013,5.91,415.94
SYR,SYR,2014,6.04,413.54
SYR,SYR,2015,6.25,410.75
SYR,SYR,2016,6.37,406.64
SYR,SYR,2017,6.53,404.32
SYR,SYR,2018,6.63,400.56
SYR,SYR,2019,6.87,400.61
SYR,SYR,2020,7.01,395.55
SYR,SYR,2021,7.15,393.72
SYR,SYR,2022,7.31,390.2
SYR,SYR,2023,7.6,392.84
SYR,SYR,2024,7.67,385.24
TCD,TCD,2000,0.06,662.51
TCD,TCD,2001,0.07,659.7
TCD,TCD,2002,0.07,654.9
TCD,TCD,2003,0.07,649.59
TCD,TCD,2004,0.07,643.43
TCD,TCD,2005,0.08,639.66
TCD,TCD,2006,0.08,637.57
TCD,TCD,2007,0.08,628.07
TCD,TCD,2008,0.09,624.04
TCD,TCD,2009,0.09,620.87
TCD,TCD,2010,0.09,613.4
TCD,TCD,2011,0.1,608.43
TCD,TCD,2012,0.1,602.57
TCD,TCD,2013,0.11,601.1
TCD,TCD,2014,0.11,595.57
TCD,TCD,2015,0.12,592.13
TCD,TCD,2016,0.12,587.22
TCD,TCD,2017,0.12,581.19
TCD,TCD,2018,0.13,576.88
TCD,TCD,2019,0.14,572.4
TCD,TCD,2020,0.14,568.71
TCD,TCD,2021,0.15,567.02
TCD,TCD,2022,0.15,558.79
TCD,TCD,2023,0.16,553.98
TCD,TCD,2024,0.17,551.03
TGO,TGO,2000,0.14,393.37
TGO,TGO,2001,0.14,384.21
TGO,TGO,2002,0.14,377.15
TGO,TGO,2003,0.15,369.67
TGO,TGO,2004,0.15,361.89
TGO,TGO,2005,0.15,351.52
TGO,TGO,2006,0.16,345.89
TGO,TGO,2007,0.16,336.99
TGO,TGO,2008,0.16,329.89
TGO,TGO,2009,0.17,320.83
TGO,TGO,2010,0.17,313.5
TGO,TGO,2011,0.17,304.31
TGO,TGO,2012,0.18,298.7
TGO,TGO,2013,0.18,292.11
TGO,TGO,2014,0.19,285.51
TGO,TGO,2015,0.18,274.02
TGO,TGO,2016,0.19,268.3
TGO,TGO,2017,0.19,258.4
TGO,TGO,2018,0.2,253.41
TGO,TGO,2019,0.2,245.38
TGO,TGO,2020,0.2,239.1
TGO,TGO,2021,0.2,229.07
TGO,TGO,2022,0.2,221.97
TGO,TGO,2023,0.2,212.64
TGO,TGO,2024,0.21,205.37
THA,THA,2000,52.28,523.47
THA,THA,2001,52.7,514.63
THA,THA,2002,54.36,513.16
THA,THA,2003,55.93,510.71
THA,THA,2004,56.76,509.1
THA,THA,2005,58.57,502.77
THA,THA,2006,59.16,501.47
THA,THA,2007,60.84,498.96
THA,THA,2008,62.05,493.17
THA,THA,2009,63.84,489.82
THA,THA,2010,64.41,485.86
THA,THA,2011,66.69,484.24
THA,THA,2012,68.24,480.32
THA,THA,2013,69.94,478.48
THA,THA,2014,70.39,470.33
THA,THA,2015,72.08,466.89
THA,THA,2016,73.87,464.88
THA,THA,2017,75.42,462.13
THA,THA,2018,76.51,456.45
THA,THA,2019,79.64,455.84
THA,THA,2020,80.86,453.92
THA,THA,2021,82.92,449.56
THA,THA,2022,83.95,446.46
THA,THA,2023,87.33,444.45
THA,THA,2024,87.55,437.85
TJK,TJK,2000,0.6,62.42
TJK,TJK,2001,0.62,62.33
TJK,TJK,2002,0.57,55.89
TJK,TJK,2003,0.62,59.39
TJK,TJK,2004,0.61,55.29
TJK,TJK,2005,0.61,53.98
TJK,TJK,2006,0.68,57.65
TJK,TJK,2007,0.66,54.11
TJK,TJK,2008,0.71,55.9
TJK,TJK,2009,0.74,56.32
TJK,TJK,2010,0.74,54.55
TJK,TJK,2011,0.73,52.19
TJK,TJK,2012,0.74,51.26
TJK,TJK,2013,0.81,54.29
TJK,TJK,2014,0.78,50.0
TJK,TJK,2015,0.87,53.81
TJK,TJK,2016,0.83,49.74
TJK,TJK,2017,0.92,53.06
TJK,TJK,2018,0.88,48.71
TJK,TJK,2019,0.84,45.42
TJK,TJK,2020,0.9,47.14
TJK,TJK,2021,0.95,47.35
TJK,TJK,2022,0.97,47.29
TJK,TJK,2023,0.92,43.33
TJK,TJK,2024,1.01,46.13
TKM,TKM,2000,4.52,490.87
TKM,TKM,2001,4.71,489.58
TKM,TKM,2002,4.88,489.97
TKM,TKM,2003,5.09,487.75
TKM,TKM,2004,5.26,484.89
TKM,TKM,2005,5.6,488.22
TKM,TKM,2006,5.77,488.41
TKM,TKM,2007,5.96,486.43
TKM,TKM,2008,6.27,484.44
TKM,TKM,2009,6.57,489.04
TKM,TKM,2010,6.8,485.93
TKM,TKM,2011,7.12,487.01
TKM,TKM,2012,7.37,485.27
TKM,TKM,2013,7.65,484.37
TKM,TKM,2014,8.05,484.96
TKM,TKM,2015,8.27,481.35
TKM,TKM,2016,8.58,481.46
TKM,TKM,2017,8.95,483.18
TKM,TKM,2018,9.45,480.67
TKM,TKM,2019,9.74,481.74
TKM,TKM,2020,10.15,483.38
TKM,TKM,2021,10.68,483.82
TKM,TKM,2022,10.95,478.22
TKM,TKM,2023,11.53,481.09
TKM,TKM,2024,11.92,480.62
TON,TON,2000,0.02,646.37
TON,TON,2001,0.02,640.84
TON,TON,2002,0.02,630.79
TON,TON,2003,0.02,624.96
TON,TON,2004,0.02,612.54
TON,TON,2005,0.02,608.62
TON,TON,2006,0.02,597.54
TON,TON,2007,0.02,591.67
TON,TON,2008,0.02,581.19
TON,TON,2009,0.02,573.02
TON,TON,2010,0.02,564.18
TON,TON,2011,0.02,553.75
TON,TON,2012,0.03,547.01
TON,TON,2013,0.03,539.67
TON,TON,2014,0.03,534.49
TON,TON,2015,0.03,523.27
TON,TON,2016,0.03,514.92
TON,TON,2017,0.03,508.27
TON,TON,2018,0.03,495.68
TON,TON,2019,0.03,491.93
TON,TON,2020,0.03,480.03
TON,TON,2021,0.03,471.03
TON,TON,2022,0.03,462.58
TON,TON,2023,0.04,456.72
TON,TON,2024,0.04,446.26
TTO,TTO,2000,2.4,490.47
TTO,TTO,2001,2.48,488.87
TTO,TTO,2002,2.53,489.22
TTO,TTO,2003,2.61,486.22
TTO,TTO,2004,2.66,486.97
TTO,TTO,2005,2.77,486.62
TTO,TTO,2006,2.84,486.14
TTO,TTO,2007,2.92,482.97
TTO,TTO,2008,2.97,479.92
TTO,TTO,2009,3.07,481.8
TTO,TTO,2010,3.16,477.99
TTO,TTO,2011,3.29,485.1
TTO,TTO,2012,3.37,479.37
TTO,TTO,2013,3.44,478.93
TTO,TTO,2014,3.55,480.21
TTO,TTO,2015,3.67,481.75
TTO,TTO,2016,3.75,477.6
TTO,TTO,2017,3.83,474.89
TTO,TTO,2018,3.98,477.0
TTO,TTO,2019,4.13,475.25
TTO,TTO,2020,4.2,472.43
TTO,TTO,2021,4.36,474.89
TTO,TTO,2022,4.5,476.02
TTO,TTO,2023,4.6,471.87
TTO,TTO,2024,4.72,473.0
TUN,TUN,2000,5.32,494.09
TUN,TUN,2001,5.42,489.86
TUN,TUN,2002,5.63,487.87
TUN,TUN,2003,5.7,486.99
TUN,TUN,2004,5.96,492.33
TUN,TUN,2005,6.09,484.23
TUN,TUN,2006,6.23,486.12
TUN,TUN,2007,6.47,483.02
TUN,TUN,2008,6.62,481.01
TUN,TUN,2009,6.79,480.99
TUN,TUN,2010,7.0,479.87
TUN,TUN,2011,7.19,478.45
TUN,TUN,2012,7.42,476.43
TUN,TUN,2013,7.43,467.51
TUN,TUN,2014,7.7,471.05
TUN,TUN,2015,7.98,472.84
TUN,TUN,2016,8.12,469.67
TUN,TUN,2017,8.39,469.28
TUN,TUN,2018,8.62,469.18
TUN,TUN,2019,8.8,463.74
TUN,TUN,2020,9.04,462.21
TUN,TUN,2021,9.28,462.28
TUN,TUN,2022,9.58,461.54
TUN,TUN,2023,9.67,455.86
TUN,TUN,2024,10.11,460.44
TUR,TUR,2000,90.7,535.41
TUR,TUR,2001,92.87,532.71
TUR,TUR,2002,93.72,520.78
TUR,TUR,2003,96.1,518.28
TUR,TUR,2004,98.54,514.32
TUR,TUR,2005,100.27,508.88
TUR,TUR,2006,100.94,502.87
TUR,TUR,2007,103.96,496.6
TUR,TUR,2008,104.53,490.0
TUR,TUR,2009,107.26,486.66
TUR,TUR,2010,111.25,485.73
TUR,TUR,2011,112.5,477.0
TUR,TUR,2012,113.17,470.03
TUR,TUR,2013,116.51,467.32
TUR,TUR,2014,118.87,461.98
TUR,TUR,2015,119.71,452.85
TUR,TUR,2016,124.37,452.57
TUR,TUR,2017,124.37,440.16
TUR,TUR,2018,128.62,441.3
TUR,TUR,2019,130.35,434.53
TUR,TUR,2020,134.46,432.02
TUR,TUR,2021,135.13,423.57
TUR,TUR,2022,137.75,418.4
TUR,TUR,2023,140.8,414.7
TUR,TUR,2024,143.97,410.54
TZA,TZA,2000,1.29,346.7
TZA,TZA,2001,1.31,344.21
TZA,TZA,2002,1.36,343.23
TZA,TZA,2003,1.4,343.0
TZA,TZA,2004,1.42,336.85
TZA,TZA,2005,1.46,338.09
TZA,TZA,2006,1.5,334.72
TZA,TZA,2007,1.55,333.1
TZA,TZA,2008,1.61,334.33
TZA,TZA,2009,1.63,330.85
TZA,TZA,2010,1.68,329.33
TZA,TZA,2011,1.72,328.3
TZA,TZA,2012,1.76,324.12
TZA,TZA,2013,1.82,322.7
TZA,TZA,2014,1.88,321.64
TZA,TZA,2015,1.9,317.23
TZA,TZA,2016,1.97,317.98
TZA,TZA,2017,2.03,314.19
TZA,TZA,2018,2.11,318.14
TZA,TZA,2019,2.14,313.72
TZA,TZA,2020,2.18,310.43
TZA,TZA,2021,2.25,308.07
TZA,TZA,2022,2.29,306.43
TZA,TZA,2023,2.35,305.21
TZA,TZA,2024,2.42,302.19
UGA,UGA,2000,0.25,101.01
UGA,UGA,2001,0.26,100.49
UGA,UGA,2002,0.26,99.98
UGA,UGA,2003,0.27,99.12
UGA,UGA,2004,0.26,92.85
UGA,UGA,2005,0.27,93.48
UGA,UGA,2006,0.25,86.08
UGA,UGA,2007,0.25,83.36
UGA,UGA,2008,0.25,78.9
UGA,UGA,2009,0.26,81.09
UGA,UGA,2010,0.26,78.97
UGA,UGA,2011,0.26,77.18
UGA,UGA,2012,0.25,72.67
UGA,UGA,2013,0.25,70.0
UGA,UGA,2014,0.26,69.97
UGA,UGA,2015,0.25,63.82
UGA,UGA,2016,0.24,60.55
UGA,UGA,2017,0.25,61.87
UGA,UGA,2018,0.25,58.48
UGA,UGA,2019,0.23,54.04
UGA,UGA,2020,0.22,48.88
UGA,UGA,2021,0.22,47.66
UGA,UGA,2022,0.21,43.65
UGA,UGA,2023,0.22,44.86
UGA,UGA,2024,0.22,44.04
UKR,UKR,2000,19.4,308.15
UKR,UKR,2001,19.68,305.45
UKR,UKR,2002,20.19,306.0
UKR,UKR,2003,20.97,303.25
UKR,UKR,2004,21.59,303.67
UKR,UKR,2005,21.87,299.37
UKR,UKR,2006,22.04,295.51
UKR,UKR,2007,22.9,296.77
UKR,UKR,2008,23.41,291.95
UKR,UKR,2009,23.91,291.58
UKR,UKR,2010,24.44,287.97
UKR,UKR,2011,24.93,284.77
UKR,UKR,2012,25.98,287.91
UKR,UKR,2013,26.18,280.67
UKR,UKR,2014,26.92,280.05
UKR,UKR,2015,27.51,279.46
UKR,UKR,2016,28.06,275.29
UKR,UKR,2017,28.83,273.08
UKR,UKR,2018,29.68,273.04
UKR,UKR,2019,30.16,270.55
UKR,UKR,2020,30.94,268.64
UKR,UKR,2021,32.18,269.81
UKR,UKR,2022,32.03,263.71
UKR,UKR,2023,33.41,262.76
UKR,UKR,2024,33.74,260.01
URY,URY,2000,2.82,370.51
URY,URY,2001,2.81,357.55
URY,URY,2002,2.78,346.78
URY,URY,2003,2.74,334.01
URY,URY,2004,2.71,318.21
URY,URY,2005,2.64,305.96
URY,URY,2006,2.59,290.78
URY,URY,2007,2.57,280.11
URY,URY,2008,2.48,267.13
URY,URY,2009,2.44,255.71
URY,URY,2010,2.36,240.47
URY,URY,2011,2.28,228.28
URY,URY,2012,2.25,218.27
URY,URY,2013,2.14,202.47
URY,URY,2014,2.03,188.76
URY,URY,2015,1.99,179.44
URY,URY,2016,1.86,162.56
URY,URY,2017,1.75,149.55
URY,URY,2018,1.7,139.92
URY,URY,2019,1.56,125.47
URY,URY,2020,1.41,111.6
URY,URY,2021,1.31,100.7
URY,URY,2022,1.13,84.93
URY,URY,2023,1.02,73.72
URY,URY,2024,0.86,60.96
USA,USA,2000,1123.79,454.35
USA,USA,2001,1133.45,445.59
USA,USA,2002,1155.8,446.09
USA,USA,2003,1167.49,440.56
USA,USA,2004,1185.33,436.89
USA,USA,2005,1209.95,432.5
USA,USA,2006,1235.96,428.68
USA,USA,2007,1227.13,418.27
USA,USA,2008,1265.29,418.75
USA,USA,2009,1269.63,412.99
USA,USA,2010,1270.06,403.37
USA,USA,2011,1315.79,403.82
USA,USA,2012,1330.07,401.85
USA,USA,2013,1332.55,393.43
USA,USA,2014,1358.55,389.14
USA,USA,2015,1395.31,389.68
USA,USA,2016,1391.88,378.05
USA,USA,2017,1403.83,375.62
USA,USA,2018,1418.22,372.4
USA,USA,2019,1449.44,368.34
USA,USA,2020,1467.71,362.47
USA,USA,2021,1483.52,358.38
USA,USA,2022,1494.43,354.67
USA,USA,2023,1529.97,354.08
USA,USA,2024,1554.81,347.08
UZB,UZB,2000,15.16,465.9
UZB,UZB,2001,15.65,464.34
UZB,UZB,2002,16.12,461.5
UZB,UZB,2003,16.6,462.35
UZB,UZB,2004,17.26,463.93
UZB,UZB,2005,17.68,460.75
UZB,UZB,2006,18.14,461.37
UZB,UZB,2007,18.68,458.43
UZB,UZB,2008,19.26,458.2
UZB,UZB,2009,19.68,455.39
UZB,UZB,2010,20.42,454.33
UZB,UZB,2011,20.91,454.6
UZB,UZB,2012,21.57,451.44
UZB,UZB,2013,22.62,456.83
UZB,UZB,2014,22.95,452.57
UZB,UZB,2015,23.74,448.44
UZB,UZB,2016,24.75,451.78
UZB,UZB,2017,24.94,448.9
UZB,UZB,2018,26.2,454.82
UZB,UZB,2019,26.96,453.25
UZB,UZB,2020,27.52,445.17
UZB,UZB,2021,28.62,450.66
UZB,UZB,2022,29.46,446.27
UZB,UZB,2023,30.23,447.86
UZB,UZB,2024,31.26,445.31
VCT,VCT,2000,0.05,560.01
VCT,VCT,2001,0.05,550.58
VCT,VCT,2002,0.05,545.6
VCT,VCT,2003,0.05,538.39
VCT,VCT,2004,0.05,533.63
VCT,VCT,2005,0.05,524.64
VCT,VCT,2006,0.05,520.7
VCT,VCT,2007,0.06,515.44
VCT,VCT,2008,0.06,507.09
VCT,VCT,2009,0.05,497.65
VCT,VCT,2010,0.05,496.24
VCT,VCT,2011,0.05,489.13
VCT,VCT,2012,0.06,485.85
VCT,VCT,2013,0.06,479.72
VCT,VCT,2014,0.06,469.34
VCT,VCT,2015,0.06,465.96
VCT,VCT,2016,0.06,460.55
VCT,VCT,2017,0.06,456.59
VCT,VCT,2018,0.06,450.23
VCT,VCT,2019,0.06,440.97
VCT,VCT,2020,0.06,437.81
VCT,VCT,2021,0.06,429.0
VCT,VCT,2022,0.06,424.54
VCT,VCT,2023,0.06,419.56
VCT,VCT,2024,0.06,410.77
VEN,VEN,2000,6.35,189.98
VEN,VEN,2001,6.47,186.8
VEN,VEN,2002,6.53,184.59
VEN,VEN,2003,6.77,184.3
VEN,VEN,2004,7.13,186.3
VEN,VEN,2005,7.2,182.58
VEN,VEN,2006,7.45,182.19
VEN,VEN,2007,7.53,179.12
VEN,VEN,2008,7.7,174.84
VEN,VEN,2009,7.9,174.89
VEN,VEN,2010,8.1,174.55
VEN,VEN,2011,8.32,173.35
VEN,VEN,2012,8.65,173.32
VEN,VEN,2013,8.55,165.73
VEN,VEN,2014,8.98,167.85
VEN,VEN,2015,9.31,168.22
VEN,VEN,2016,9.38,164.49
VEN,VEN,2017,9.89,168.19
VEN,VEN,2018,9.85,162.66
VEN,VEN,2019,10.2,160.91
VEN,VEN,2020,10.44,160.5
VEN,VEN,2021,10.76,159.53
VEN,VEN,2022,10.8,153.9
VEN,VEN,2023,11.07,152.76
VEN,VEN,2024,11.53,153.36
VNM,VNM,2000,76.22,477.82
VNM,VNM,2001,76.11,476.66
VNM,VNM,2002,77.59,468.48
VNM,VNM,2003,78.16,462.57
VNM,VNM,2004,78.78,454.29
VNM,VNM,2005,79.93,449.6
VNM,VNM,2006,79.58,442.42
VNM,VNM,2007,81.17,439.74
VNM,VNM,2008,81.19,426.76
VNM,VNM,2009,82.33,424.25
VNM,VNM,2010,82.88,419.22
VNM,VNM,2011,84.74,414.95
VNM,VNM,2012,84.53,408.21
VNM,VNM,2013,85.68,401.4
VNM,VNM,2014,86.03,396.37
VNM,VNM,2015,85.76,385.83
VNM,VNM,2016,85.88,382.37
VNM,VNM,2017,87.34,377.87
VNM,VNM,2018,86.63,370.18
VNM,VNM,2019,87.77,364.78
VNM,VNM,2020,88.48,360.02
VNM,VNM,2021,88.44,349.68
VNM,VNM,2022,89.42,345.36
VNM,VNM,2023,89.52,339.04
VNM,VNM,2024,91.0,334.49
VUT,VUT,2000,0.02,536.66
VUT,VUT,2001,0.02,526.85
VUT,VUT,2002,0.02,518.7
VUT,VUT,2003,0.02,508.19
VUT,VUT,2004,0.02,502.77
VUT,VUT,2005,0.02,493.83
VUT,VUT,2006,0.02,487.71
VUT,VUT,2007,0.02,473.96
VUT,VUT,2008,0.02,474.37
VUT,VUT,2009,0.02,464.08
VUT,VUT,2010,0.02,454.62
VUT,VUT,2011,0.02,447.85
VUT,VUT,2012,0.02,438.0
VUT,VUT,2013,0.03,431.89
VUT,VUT,2014,0.03,420.39
VUT,VUT,2015,0.02,411.85
VUT,VUT,2016,0.02,405.64
VUT,VUT,2017,0.02,401.91
VUT,VUT,2018,0.03,390.26
VUT,VUT,2019,0.03,382.31
VUT,VUT,2020,0.03,374.53
VUT,VUT,2021,0.03,366.16
VUT,VUT,2022,0.02,356.75
VUT,VUT,2023,0.03,352.35
VUT,VUT,2024,0.03,340.95
WSM,WSM,2000,0.03,427.53
WSM,WSM,2001,0.03,416.98
WSM,WSM,2002,0.04,416.89
WSM,WSM,2003,0.04,410.62
WSM,WSM,2004,0.04,409.39
WSM,WSM,2005,0.04,401.52
WSM,WSM,2006,0.04,399.19
WSM,WSM,2007,0.04,389.01
WSM,WSM,2008,0.04,387.01
WSM,WSM,2009,0.04,378.39
WSM,WSM,2010,0.04,374.74
WSM,WSM,2011,0.04,372.34
WSM,WSM,2012,0.04,364.27
WSM,WSM,2013,0.04,356.49
WSM,WSM,2014,0.04,354.35
WSM,WSM,2015,0.04,352.85
WSM,WSM,2016,0.04,347.12
WSM,WSM,2017,0.04,341.23
WSM,WSM,2018,0.04,335.06
WSM,WSM,2019,0.04,333.14
WSM,WSM,2020,0.05,326.28
WSM,WSM,2021,0.04,321.26
WSM,WSM,2022,0.04,316.53
WSM,WSM,2023,0.05,310.9
WSM,WSM,2024,0.05,309.29
YEM,YEM,2000,0.95,615.34
YEM,YEM,2001,1.01,612.81
YEM,YEM,2002,1.05,610.25
YEM,YEM,2003,1.1,610.37
YEM,YEM,2004,1.15,607.36
YEM,YEM,2005,1.2,603.67
YEM,YEM,2006,1.26,603.17
YEM,YEM,2007,1.32,599.11
YEM,YEM,2008,1.36,595.22
YEM,YEM,2009,1.44,596.67
YEM,YEM,2010,1.48,590.65
YEM,YEM,2011,1.56,586.91
YEM,YEM,2012,1.63,583.55
YEM,YEM,2013,1.71,582.63
YEM,YEM,2014,1.78,579.36
YEM,YEM,2015,1.84,576.28
YEM,YEM,2016,1.92,570.67
YEM,YEM,2017,2.04,573.27
YEM,YEM,2018,2.14,563.4
YEM,YEM,2019,2.2,563.71
YEM,YEM,2020,2.3,559.69
YEM,YEM,2021,2.43,559.44
YEM,YEM,2022,2.49,552.54
YEM,YEM,2023,2.61,548.66
YEM,YEM,2024,2.76,551.22
ZAF,ZAF,2000,103.46,753.68
ZAF,ZAF,2001,105.39,748.53
ZAF,ZAF,2002,107.28,740.88
ZAF,ZAF,2003,108.95,742.74
ZAF,ZAF,2004,110.88,740.02
ZAF,ZAF,2005,113.18,736.54
ZAF,ZAF,2006,115.78,737.36
ZAF,ZAF,2007,118.49,736.74
ZAF,ZAF,2008,119.03,727.28
ZAF,ZAF,2009,121.44,721.77
ZAF,ZAF,2010,124.57,724.55
ZAF,ZAF,2011,127.35,721.76
ZAF,ZAF,2012,129.21,716.18
ZAF,ZAF,2013,132.19,714.2
ZAF,ZAF,2014,132.86,708.12
ZAF,ZAF,2015,136.79,708.37
ZAF,ZAF,2016,137.52,699.47
ZAF,ZAF,2017,139.69,694.11
ZAF,ZAF,2018,143.67,697.36
ZAF,ZAF,2019,148.04,698.56
ZAF,ZAF,2020,147.61,688.01
ZAF,ZAF,2021,150.26,682.57
ZAF,ZAF,2022,154.47,685.22
ZAF,ZAF,2023,155.81,678.61
ZAF,ZAF,2024,158.25,672.94
ZMB,ZMB,2000,0.66,112.23
ZMB,ZMB,2001,0.69,112.55
ZMB,ZMB,2002,0.7,109.53
ZMB,ZMB,2003,0.69,104.08
ZMB,ZMB,2004,0.71,102.43
ZMB,ZMB,2005,0.74,102.15
ZMB,ZMB,2006,0.71,93.93
ZMB,ZMB,2007,0.74,94.22
ZMB,ZMB,2008,0.76,92.74
ZMB,ZMB,2009,0.75,88.63
ZMB,ZMB,2010,0.76,85.09
ZMB,ZMB,2011,0.79,85.04
ZMB,ZMB,2012,0.78,80.39
ZMB,ZMB,2013,0.79,78.81
ZMB,ZMB,2014,0.78,74.24
ZMB,ZMB,2015,0.78,72.06
ZMB,ZMB,2016,0.83,72.3
ZMB,ZMB,2017,0.79,66.13
ZMB,ZMB,2018,0.82,65.38
ZMB,ZMB,2019,0.82,63.61
ZMB,ZMB,2020,0.77,57.26
ZMB,ZMB,2021,0.74,52.01
ZMB,ZMB,2022,0.81,55.2
ZMB,ZMB,2023,0.78,51.55
ZMB,ZMB,2024,0.78,49.07
ZWE,ZWE,2000,1.61,340.53
ZWE,ZWE,2001,1.62,338.14
ZWE,ZWE,2002,1.67,335.37
ZWE,ZWE,2003,1.68,332.94
ZWE,ZWE,2004,1.7,331.59
ZWE,ZWE,2005,1.7,327.7
ZWE,ZWE,2006,1.71,322.28
ZWE,ZWE,2007,1.77,321.92
ZWE,ZWE,2008,1.77,314.44
ZWE,ZWE,2009,1.8,314.43
ZWE,ZWE,2010,1.82,312.22
ZWE,ZWE,2011,1.85,309.92
ZWE,ZWE,2012,1.85,305.45
ZWE,ZWE,2013,1.9,301.73
ZWE,ZWE,2014,1.95,303.47
ZWE,ZWE,2015,1.95,297.86
ZWE,ZWE,2016,1.98,296.08
ZWE,ZWE,2017,2.03,295.04
ZWE,ZWE,2018,2.01,287.07
ZWE,ZWE,2019,2.07,288.34
ZWE,ZWE,2020,2.06,282.19
ZWE,ZWE,2021,2.1,280.73
ZWE,ZWE,2022,2.12,277.6
ZWE,ZWE,2023,2.13,273.16
ZWE,ZWE,2024,2.17,273.4
